Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2015-01-01,189.12538146972656,189.99869740526844,188.22011599157378,188.78458634854346,2963643
2015-01-02,188.62481689453125,190.86135588187943,188.3585707167246,189.16797331601128,7331366
2015-01-05,186.55870056152344,189.76440426058238,186.185941672097,188.50767957176805,10103941
2015-01-06,178.09181213378906,185.9516264773224,177.21849626922892,185.31262145828632,18627980
2015-01-07,181.96849060058594,182.92700534664982,178.28354370530525,178.30484340105085,20720312
2015-01-08,179.3591766357422,183.80029042115146,178.9544682658332,183.20387060299453,19872227
2015-01-09,183.24647521972656,183.60858421564294,179.98753691273964,180.71174068581888,13392787
2015-01-12,181.11643981933594,183.39557792357758,179.26332398633403,183.28907946514406,10100113
2015-01-13,179.59349060058594,182.10692561278077,179.0290344848976,181.69156735665987,9948711
2015-01-14,177.8468475341797,180.41353141415266,177.04808067772956,179.56151532977282,11380041
2015-01-15,184.08786010742188,185.54693186602967,178.9225419006291,178.9225419006291,16927085
2015-01-16,185.24871826171875,186.3776304213054,181.48920872023663,183.18257695961665,19136963
2015-01-19,187.3681182861328,188.72067739199645,182.91635394433047,185.35524018025546,13339962
2015-01-20,192.3523712158203,192.88487777380465,187.1976889657768,187.76215928286896,13361320
2015-01-21,193.14047241210938,194.13093659194718,190.00933217222018,192.76772777789918,17084297
2015-01-22,188.24142456054688,193.23634510111373,187.33615910809786,192.79968714574107,23721627
2015-01-23,188.912353515625,191.2340767726755,186.80362717435793,189.57265817330642,18080494
2015-01-27,189.3703155517578,190.9997846520368,187.54913500401756,190.19036791554043,17939876
2015-01-28,193.16177368164062,193.79014307908727,188.74195929972706,188.74195929972706,19298126
2015-01-29,197.96499633789062,199.05130914446687,193.17242311034371,193.215022497366,36117653
2015-01-30,194.95101928710938,198.3590700405331,193.6197456846964,198.0928096325485,21746801
2015-02-02,193.41738891601562,195.94147375756123,192.91683188652132,195.12140709820193,19302710
2015-02-03,199.71163940429688,200.4038937014132,194.51435748660288,194.51435748660288,17092333
2015-02-04,197.8372039794922,201.03224341239962,197.21949863079746,200.03112935050476,14072894
2015-02-05,196.75088500976562,200.20152066477243,195.45156105170454,199.37081840060588,12365643
2015-02-06,193.8114471435547,198.09279939514687,192.3417255986973,196.83608900941982,9045844
2015-02-09,190.99978637695312,195.5367487994649,189.9986724027075,191.95830096665662,8839692
2015-02-10,187.86866760253906,192.66122687571948,183.4595028337096,191.27671828360914,13651008
2015-02-11,191.85183715820312,192.7145032885045,188.0816771952237,188.7206822975275,9781008
2015-02-12,193.65167236328125,194.67408604671823,188.98691170994425,193.4067258981105,8709626
2015-02-13,195.43026733398438,196.1331714588112,193.63038630553888,194.68474960215633,7393680
2015-02-16,192.29910278320312,196.8573647207144,191.7026829853023,195.68583903510805,12266698
2015-02-18,192.05416870117188,193.40674195129375,190.5098982015268,191.7027095249581,9835036
2015-02-19,192.13937377929688,193.32154951305245,189.0508326787285,193.18308727621294,9550637
2015-02-20,185.97291564941406,190.8506873364849,185.58950697218185,190.69092542669884,18717199
2015-02-23,181.36143493652344,186.75041436301234,180.43486973467347,185.30199239697455,14104463
2015-02-24,179.23138427734375,182.50098692120213,178.28353365136033,181.95783049156356,19946218
2015-02-25,179.59349060058594,182.437085092006,179.14618280312914,180.7969659805008,15274116
2015-02-26,179.34854125976562,181.05255942679545,178.1983151337351,180.221842927788,21459750
2015-02-27,182.2346954345703,183.39557124548256,179.90232240479483,180.53067750542482,18659378
2015-03-02,184.08786010742188,186.484146880227,182.2347297739519,185.0996240538557,14579511
2015-03-03,191.87310791015625,193.0765689968071,184.75881141726984,185.099606503753,20636925
2015-03-04,189.11471557617188,193.75819089585264,187.45329684510713,192.9807236541101,14476047
2015-03-05,188.49703979492188,191.4364832389355,187.04861776951995,190.10520954486057,10716702
2015-03-09,185.23806762695312,189.9454422799333,184.0665559966888,188.5289699451565,14065391
2015-03-10,183.0015411376953,186.54803975590264,182.2027741670949,185.08896804585885,15234060
2015-03-11,182.31996154785156,185.22744129826427,181.5637938626436,183.38497484127305,11635873
2015-03-12,183.99200439453125,184.7588218197999,182.24537260294952,182.75659369896488,11782380
2015-03-13,181.0738525390625,185.22740644561915,180.41354783388658,185.0996082869568,12936157
2015-03-16,179.3698272705078,181.8939118970542,178.98641859107912,181.37205521793715,13839990
2015-03-17,182.5116424560547,183.16129737866066,179.13554123426508,181.1697190016711,19070082
2015-03-18,185.02503967285156,185.7918569807374,182.05364748761033,182.5435545957729,9269885
2015-03-19,182.36251831054688,186.73971879510893,181.925860402947,186.49477233551195,13934612
2015-03-20,181.92588806152344,183.42755924187512,180.7543621595169,182.7352907046087,10405717
2015-03-23,179.337890625,184.03460107470758,178.51782397653736,182.43708138411853,13251683
2015-03-24,180.6158905029297,181.9684636386346,179.36983004892656,179.36983004892656,9238431
2015-03-25,179.96621704101562,180.94603123627687,179.1355006784566,180.83953278434672,10264941
2015-03-26,176.64340209960938,180.89281917340102,175.53578953448115,179.1568371752872,20621346
2015-03-27,172.89454650878906,177.85751729508084,170.7112568254394,177.6232064472012,23326922
2015-03-30,172.6921844482422,174.17255580025198,169.64624297036656,173.938259172148,17330588
2015-03-31,175.94049072265625,177.4102122570868,174.23645833672006,174.23645833672006,20235395
2015-04-01,178.08116149902344,178.70951666860736,173.19273971095927,175.7061746080489,14588531
2015-04-06,175.65292358398438,178.4965179161862,174.96066934171316,178.07050983680634,12334096
2015-04-07,177.3995819091797,178.0918362553346,175.951159909431,175.951159909431,21275454
2015-04-08,184.4393310546875,185.20613433963354,177.41023221869557,177.5380303963939,24821205
2015-04-09,190.6589813232422,191.48969777779942,182.92697957554887,184.3541016457162,27276420
2015-04-10,192.62924194335938,193.57710662025926,189.38095378797405,190.62701413569496,25323219
2015-04-13,196.49526977539062,196.97452708581855,191.4364505090701,193.1511184488768,20177342
2015-04-15,196.74021911621094,200.13760526043478,193.23632029456007,196.17574884773205,22231264
2015-04-16,197.7413330078125,199.79681013463872,195.74975495617224,196.92126643875375,20177302
2015-04-17,197.42184448242188,201.13874061701674,196.5165790498366,199.16846204683267,23958678
2015-04-20,188.6461181640625,199.67967267710503,187.12314735802735,199.64772313550145,37628162
2015-04-21,186.6864776611328,190.7441971583434,185.8344757198747,189.60462092323263,17707007
2015-04-22,187.38937377929688,188.8803947733759,184.67357792289292,187.84733134466595,14761313
2015-04-23,186.81430053710938,189.44488387194738,185.11026812132016,188.2627224030284,13337818
2015-04-24,187.20834350585938,188.39051918484978,185.02506798526454,186.80364931789873,12709854
2015-04-27,186.44154357910156,189.04017739917586,185.62147690419397,187.45330750431003,11042925
2015-04-28,184.2902069091797,187.86865490589847,182.87373465201406,186.31373464262947,14687371
2015-04-29,181.05255126953125,185.42976613438847,180.49874503472927,183.60858551429183,16387960
2015-04-30,183.68313598632812,184.43930352903834,180.61589486678614,181.0525527941781,34802149
2015-05-04,189.7750701904297,190.40342547870793,183.28912752729445,184.50323870930708,15078502
2015-05-05,190.03062438964844,192.08610159530198,188.52895340893107,190.36078384285693,17846755
2015-05-06,187.49588012695312,191.01042874535975,185.7385987083735,189.57265691709077,22438208
2015-05-07,185.47239685058594,187.112516139119,183.1826083805917,186.37766239032217,16735535
2015-05-08,191.8964385986328,192.76997354027543,185.7278026704734,187.8630975074672,17104443
2015-05-11,193.24447631835938,193.99937253637208,190.53759940455888,192.57583791046122,14214007
2015-05-12,187.36700439453125,193.01799224612841,186.6013241708603,193.01799224612841,16650201
2015-05-13,190.9042510986328,191.66994566198096,184.88659243238703,188.36993325879257,16701434
2015-05-14,189.416015625,191.1415172285547,187.71209646949217,191.09836673035826,12329713
2015-05-15,188.49935913085938,191.30329225237853,187.66897473862284,190.21407684063172,8331715
2015-05-18,192.2954559326172,192.8238876120103,188.12192262823677,188.70427443839466,9847540
2015-05-19,193.15818786621094,195.14250607522877,191.22778978266672,192.23073291227035,14513036
2015-05-20,196.02684020996094,196.490567757141,193.6219302602409,194.20429649932248,8708891
2015-05-21,193.4170684814453,197.43962635625303,192.84550056436274,196.54452318135486,10759523
2015-05-22,194.9484100341797,195.32586537004315,193.47095516902235,193.47095516902235,8349048
2015-05-25,192.9317169189453,195.84349020230397,192.46798942280014,194.1179885242109,6617337
2015-05-26,190.7964324951172,193.25526243964038,190.38662510471354,193.03956751937065,9510249
2015-05-27,190.94741821289062,192.15527239102204,189.84741869912585,191.0983945859448,8078236
2015-05-28,188.8983917236328,192.87781265868432,188.0787769193217,191.0660386272173,26538868
2015-05-29,189.15724182128906,191.19548061317758,188.31605887933804,189.7827298150447,29277517
2015-06-01,194.603271484375,195.17485359685415,189.3728754564937,189.80425084811534,19594976
2015-06-02,193.8268280029297,198.17290566214237,192.27388506594002,195.3582028879292,20178960
2015-06-03,193.3307342529297,196.37191574825292,191.63759910198078,193.90230198671628,15546279
2015-06-04,196.8572235107422,197.6121197199217,192.51113150185242,195.02388152032302,15931395
2015-06-05,195.7895965576172,197.77391511708967,195.07782197986302,196.2533241164874,13066337
2015-06-08,190.97975158691406,196.27486652870832,190.4728879862644,195.5846600951228,10846953
2015-06-09,190.60231018066406,192.1013185295186,189.23269574065046,190.5699437060814,9153355
2015-06-10,195.36900329589844,196.25332229744495,190.88271852466946,191.09839906265654,13509379
2015-06-11,189.1895751953125,196.167041877973,188.4346645481308,195.4121312307913,14676438
2015-06-12,191.92877197265625,192.5434758206847,189.42680608088114,189.58858086039226,21543824
2015-06-15,194.49545288085938,195.1964433694674,191.96113477120412,193.0179981192392,12858570
2015-06-16,194.96998596191406,195.19646493173866,192.65136251489682,193.90233846989864,13929305
2015-06-17,200.84742736816406,203.2523371171076,192.82388178639968,195.20722348368895,26232634
2015-06-18,211.146484375,211.8043244243235,201.12783526663222,201.13861929370472,49366799
2015-06-19,214.96412658691406,217.06706927613607,211.91216080142698,211.91216080142698,45710935
